gene	waldStat	df	pvalue	meanLogFC
NDUFA7	1.15976343192421	2	0.559964597521964	0.199669480974206
RPS28	17.3597175095643	2	0.000169975074069906	0.378008153663529
RAB11B-AS1	0.144297137921107	2	0.930392658072425	0.27422250130199
RAB11B	0.921993722680865	2	0.63065465680522	0.278904359391716
MARCH2	1.4486957847986	2	0.484640503688508	0.748309955320496
HNRNPM	9.84792564377122	2	0.0072702629283109	0.506544317114848
ZNF414	1.4107552764699	2	0.49392201519442	0.703508995487516
ZNF558	2.35938860767493	2	0.307372686891435	3.64954931498598
ZNF317	0.25995340569561	2	0.878115888281755	0.287376186327955
ZNF559	0.195078912818431	2	0.907066551260696	0.144830580409419
ZNF266	0.103926284167406	2	0.949363857771645	0.227427427976221
ZNF426	0.0773216734635284	2	0.962076954982284	0.258415419644941
ZNF121	0.505628649601549	2	0.77661206603769	0.714703468409529
ZNF561	0.339984259071193	2	0.843671456656421	0.435591452017099
ZNF562	0.53608203085763	2	0.764876408725598	0.471776950098855
ZNF846	2.71229898817781	2	0.257650955913933	3.342225385764
FBXL12	1.01940557930263	2	0.600674078837342	0.331620100709625
UBL5	5.68246436857601	2	0.0583537191118767	0.220429410031017
PIN1	2.23036434207803	2	0.327855547673337	0.447327339706744
C19orf66	0.0375916579501465	2	0.981379711090851	0.0832895285158207
ANGPTL6	0.107478946729944	2	0.947678969956279	0.242441976157509
PPAN	1.11504212346093	2	0.572626812386627	0.402888862881547
P2RY11	3.31663965578667	2	0.190458714841756	1.45975941960415
EIF3G	7.09648954675141	2	0.0287751021801629	0.298885690626831
DNMT1	0.622683482055937	2	0.732463520257015	0.142186903894169
S1PR2	0.234023930377221	2	0.889574549172469	0.105913004548914
MRPL4	1.67845364270095	2	0.432044441861237	0.263990593591742
ICAM1	0.362079011339111	2	0.834402394419386	0.31638800891494
ZGLP1	0.0016823249822935	2	0.999159191186848	0.058578190381868
AC011511.1	2.70421161004782	2	0.258694925588795	2.33786616609878
FDX2	0.395311702323486	2	0.820652231056959	0.253493242979903
RAVER1	0.033221975982941	2	0.983526213733725	0.18814773047736
ICAM3	11.1646109095959	2	0.00376387805763878	1.169435515893
TYK2	1.52002852884795	2	0.467659756065293	0.704438894238715
CDC37	0.186588600728058	2	0.910925375173898	0.0729897250952118
KEAP1	11.7271741697441	2	0.00284103435141503	1.25497292090206
ATG4D	0.746442768530456	2	0.688512790072233	0.169581138874014
KRI1	6.54700188068038	2	0.0378736014843405	1.41122528707397
CDKN2D	7.07549800474851	2	0.0290787095728821	1.35915469738813
SLC44A2	0.388770733651536	2	0.82334055498836	0.202921650085184
ILF3-DT	0.014300593620466	2	0.992875205742197	0.0460771364920924
ILF3	0.101074749078139	2	0.950718395346499	0.068165910005764
QTRT1	1.97282704766226	2	0.372911734589238	0.540265853638711
DNM2	0.502067834581408	2	0.777995983595513	0.226807943581472
TMED1	1.06443663274539	2	0.587300704807974	0.499759728871963
C19orf38	0.521526610651676	2	0.770463262585314	0.676576147606218
CARM1	0.139318237764835	2	0.932711709531512	0.30160878823501
YIPF2	2.27438485222866	2	0.320718199012659	0.942716388846682
TIMM29	1.83564180343836	2	0.399388400107181	0.506022317219857
SMARCA4	8.44625990255298	2	0.0146527103870462	0.825897133191226
LDLR	33.6986714293923	2	4.81311762667858e-08	1.31285595923503
KANK2	25.5886567722937	2	2.77647509527856e-06	4.86334128892855
TMEM205	2.29298340184904	2	0.317749576753485	0.595425445063102
CCDC159	0.996907310394513	2	0.607469290782587	1.07322923310189
SWSAP1	0.018054653466672	2	0.991013297246754	0.0646779031097324
PRKCSH	12.4946816387074	2	0.00193559439391322	1.97670300220582
ZNF653	1.62561147831748	2	0.443611659889648	1.37089478291702
ECSIT	1.17650414897684	2	0.555297054833302	0.139131723129908
ELOF1	5.47189988561127	2	0.0648323907793177	0.342049458360998
ZNF627	1.07149716663888	2	0.585231031940341	0.581587805250694
ACP5	5.04634822540962	2	0.0802046237759519	1.25329444211731
ZNF823	0.105924537079216	2	0.948415796920271	0.45085662318932
ZNF441	2.72454118965407	2	0.256078665440891	2.57643056771115
ZNF440	0.706256153434888	2	0.70248721535873	1.27956670184681
ZNF439	0.219162120314363	2	0.89620951453353	0.251881424201302
ZNF700	0.478911069338862	2	0.787056269281091	0.422177537669097
ZNF844	3.28289317351741	2	0.193699636195031	2.07200772482645
ZNF20	0.625029482496524	2	0.731604844098514	0.853259242381848
ZNF136	2.72391348303547	2	0.256159049191174	0.346122945315877
ZNF44	6.08481424207951	2	0.0477198835973505	1.58093932620878
ZNF563	0.171353081593153	2	0.917891083526464	0.237943689366813
ZNF442	2.08147867390716	2	0.353193456429735	3.31769479556302
ZNF799	1.02571269073188	2	0.598782803352085	0.910693491123267
ZNF564	1.13881287032937	2	0.565861214355879	1.4781337226162
ZNF791	0.0812560394870741	2	0.9601862338474	0.117173049826042
MAN2B1	0.0620234401926634	2	0.969464210795502	0.34142996543387
WDR83	4.28295564906319	2	0.117481098222285	0.848754438851178
WDR83OS	2.75641730992236	2	0.252029620941139	0.274016253287004
DHPS	7.65715182531129	2	0.0217405540429905	0.446668938292269
FBXW9	9.70941987809066	2	0.007791593062491	3.86738812623186
TNPO2	0.165277202741254	2	0.92068382097357	0.347578159969455
TRIR	2.21554305416517	2	0.330294193212821	0.0552503080374107
ASNA1	7.59746147752757	2	0.0223991842372594	0.411445526992914
HOOK2	0.109146524199895	2	0.946889135230163	0.163481422125249
JUNB	3.2671191812911	2	0.195233384857166	0.497504881586666
PRDX2	3.39083570429232	2	0.183522527721854	0.449624830568269
RNASEH2A	0.924559323541038	2	0.629846171413807	0.799729349084615
DNASE2	10.5507109346138	2	0.00511613776529118	2.32702431906796
GCDH	0.311219592679511	2	0.855893097840379	0.0635528549940798
FARSA	0.952302043582057	2	0.621169665008074	0.270527753255644
CALR	2.54058981965152	2	0.28074881398475	0.306626151438334
RAD23A	0.380115989090981	2	0.826911176214907	0.0985943939533081
GADD45GIP1	0.3423840468089	2	0.842659747541418	0.101207588775444
LYL1	1.37542716123506	2	0.502724194359942	0.120760421768374
TRMT1	3.91028068847822	2	0.141544610329465	0.599495258381889
NACC1	1.42343757086597	2	0.490799892373657	0.569196714329019
STX10	3.21198621554167	2	0.200690148964357	0.200123129319926
IER2	20.0295119821423	2	4.4734927256207e-05	1.50240873065373
CACNA1A	2.50055039460348	2	0.286425962361177	1.32192283016781
CCDC130	3.34207807310996	2	0.188051571636475	0.973776030054316
MRI1	2.32239812869509	2	0.313110516047825	0.997787965277244
C19orf53	3.06404691005061	2	0.216097960121575	0.0763475061573884
ZSWIM4	2.19202215524074	2	0.334201532377511	11.3758727230906
AC020916.1	2.50216899231582	2	0.286194251931601	1.93599317255207
CC2D1A	0.031932281004578	2	0.984160642676166	0.0990102660744396
DCAF15	0.401480425506815	2	0.818124942375012	0.413872404806325
RFX1	0.0225632279260411	2	0.988781784806332	0.0844908604354321
IL27RA	2.84716447739887	2	0.24084968863088	0.900778993352169
PRKACA	0.578035125047017	2	0.748999050973717	0.800181238811622
ASF1B	0.881165682078406	2	0.643661159595713	1.02015829831561
AC022098.1	0.0450615292943907	2	0.977721157484177	0.297505755750426
ADGRE5	5.13651273049643	2	0.0766691118723701	3.27751029338051
DDX39A	5.95431122360713	2	0.0509375140677928	0.419492672003602
PKN1	0.197848588621728	2	0.90581128049507	0.138268846796842
GIPC1	1.54953788478868	2	0.460810242410407	1.46555139457182
DNAJB1	1.44644215830216	2	0.485186910820272	0.670837461748781
TECR	1.7838927929282	2	0.409857231219067	0.254748837839275
NDUFB7	5.95171582855601	2	0.0510036584621829	0.23612448003389
CLEC17A	4.86134345029363	2	0.0879777158853898	4.02169825224813
ZNF333	6.7710328300698	2	0.0338601519383634	0.710011610037573
ILVBL	0.0694091045772995	2	0.965890744315553	0.195268250800994
BRD4	0.131260339821512	2	0.936477137679916	0.0961645429601044
AKAP8	2.75463296111418	2	0.252254575652512	0.38740490721492
AKAP8L	0.609390013968302	2	0.737348226160003	0.240151239684794
RASAL3	0.499525702259725	2	0.778985496698621	0.189405947344843
TPM4	4.69332977489937	2	0.0956877600899396	0.553576808000779
RAB8A	0.00215027871993452	2	0.99892543839528	0.0107202835779975
HSH2D	17.1770066387424	2	0.000186234612909009	1.21797424991487
FAM32A	0.883046381091203	2	0.643056177633824	0.244174314312786
AP1M1	1.50676056821613	2	0.470772515257221	0.198624855460284
KLF2	5.19902962433657	2	0.0743096235943841	1.42034773535882
EPS15L1	7.01796723363604	2	0.0299273166054622	0.379995470684582
CHERP	0.215743116868096	2	0.897742896529066	0.285382765600698
SLC35E1	1.09594787540679	2	0.57811993160731	0.580063374223383
AC008764.8	1.26006033638943	2	0.532575733916099	1.29586807062774
MED26	0.0423562138482018	2	0.979044574422166	0.110658114267829
SMIM7	1.29873933105808	2	0.522374943941338	0.248253516158292
TMEM38A	0.795345686944071	2	0.671881802227327	0.698402073226823
SIN3B	0.541531680129296	2	0.762795091543659	0.130735335895638
F2RL3	18.4386213364448	2	9.91069816829171e-05	4.1654352936083
HAUS8	5.44744774145844	2	0.0656299015398008	0.732028155850986
MYO9B	0.0112099311678064	2	0.994410712929509	0.0460116344710357
USE1	0.453150829633288	2	0.797259214888258	0.159548184922824
OCEL1	3.5097293740634	2	0.172930640466914	0.647636939593341
NR2F6	0.881050821847106	2	0.643698126192036	0.692108235857222
BABAM1	8.24028560339386	2	0.0162421948633457	0.740591296132334
ANKLE1	4.18935473229802	2	0.12310995668666	1.64450220304991
ABHD8	1.62163005263907	2	0.444495642902846	0.568355818664298
MRPL34	3.12249931819671	2	0.209873636758443	0.452000048978892
DDA1	3.45765390453466	2	0.177492495068046	0.563103819121169
GTPBP3	1.56735384659595	2	0.45672358253859	0.824381310357286
BST2	65.4710291913503	2	6.10622663543836e-15	0.71386247595851
BISPR	2.62431694115522	2	0.269238285824922	0.952362147461727
MVB12A	0.779175991635761	2	0.677335882234221	0.31220047635112
AC010618.3	0.561957562386809	2	0.755044356450405	0.414483844990318
PGLS	16.2534912919297	2	0.000295528391571653	0.581922517782728
FAM129C	29.9215725721921	2	3.18136186616691e-07	1.84203921082055
COLGALT1	1.70536187372232	2	0.42627059413677	0.64769850956365
MAP1S	0.634740628398795	2	0.728061093838004	0.283910941146494
FCHO1	6.00162818776122	2	0.049746553513857	0.84623861013591
JAK3	2.7638574217861	2	0.251093798390089	1.11450788468623
RPL18A	28.0252458338117	2	8.21098370407114e-07	0.345857273404415
CCDC124	0.413555438240179	2	0.813200388797402	0.190374201601328
ARRDC2	0.594332146063075	2	0.742920623036345	0.358796733259306
IL12RB1	1.74583646796777	2	0.417730732779458	0.875287311882164
MAST3	8.11621118943505	2	0.017281726719223	2.49304232054443
PIK3R2	1.59296101926337	2	0.450913159223086	2.28171849855346
IFI30	1.8189539170337	2	0.402734815970137	0.679351480835464
MPV17L2	2.21016808339396	2	0.331183047887019	0.647976700456461
RAB3A	4.67202823874457	2	0.0967123549056603	7.58636048103493
JUND	1.09714480815164	2	0.57777404977866	0.412262640249411
LSM4	0.00106109642769551	2	0.999469592501969	0.0062887477254878
PGPEP1	4.30052207003272	2	0.116453755297695	2.6362767414767
SSBP4	2.55810659876513	2	0.278300643170892	0.813741473555148
ISYNA1	0.031493531557893	2	0.984376566328108	0.241037304016931
ELL	0.416755085812149	2	0.811900451585126	0.417681613064694
FKBP8	1.80525451251957	2	0.405502898997533	0.27798083637188
KXD1	0.0166423091237786	2	0.991713370415806	0.0373009007429857
AC005253.1	0.107066539644645	2	0.947874404866171	0.45326178126583
UBA52	21.0711623854373	2	2.65738955930184e-05	0.339770828350321
REX1BD	3.01768662116598	2	0.22116565003108	0.455619751393969
CRTC1	0.23407285516462	2	0.889552788315784	0.273559419145299
UPF1	0.523983724863771	2	0.769517285681425	0.671738741301412
COPE	5.42307922537683	2	0.06643444462236	0.257479486846663
DDX49	0.0328889557367994	2	0.983689994439812	0.0637602600111944
SUGP2	0.0645605167523781	2	0.96823518802918	0.112616077255709
ARMC6	0.609294263758851	2	0.737383527628573	0.379970078501002
SLC25A42	10.6483610734614	2	0.00487234208411225	3.00645067497549
TMEM161A	4.78119965289686	2	0.0915747384501616	1.36503778428756
BORCS8-MEF2B	22.3264453974361	2	1.41864581650886e-05	1.10985198363644
MEF2B	0.772503489692269	2	0.679599418492507	1.46112365034124
BORCS8	0.627740947737973	2	0.730613655591004	0.322183069086866
RFXANK	5.65438547097261	2	0.0591787511094547	0.602249292510395
NR2C2AP	0.000762793177314147	2	0.999618676133776	0.0180028130694803
SUGP1	0.0373184819320437	2	0.981513764946578	0.087693476316776
MAU2	0.0304377138268641	2	0.984896364635473	0.1241891691601
GATAD2A	0.0458951863242422	2	0.977313700351867	0.0998501996928041
NDUFA13	0.975937999761532	2	0.613871902850035	0.099758969063068
YJEFN3	2.03361623307183	2	0.361747756048062	1.24855395002747
PBX4	0.020767739818047	2	0.98966985634517	0.203463746159763
LPAR2	0.0972737081389992	2	0.952526973192882	0.376288342761838
GMIP	1.77346584270529	2	0.411999591411548	0.51980266093988
ATP13A1	1.8789981135363	2	0.390823566749882	0.72814134620661
ZNF101	6.54252234938927	2	0.0379585245441929	1.28192472118276
ZNF14	0.0565939953012301	2	0.9720996126226	0.286133132322255
ZNF506	1.25692214588515	2	0.533412051931318	0.320776379657122
ZNF253	0.0621579871496758	2	0.969398993759467	0.174788311932851
ZNF93	0.17679815612277	2	0.9153954895618	0.396599591769729
ZNF682	0.556254077221486	2	0.757200621688886	0.824589830986057
ZNF90	2.7586691215141	2	0.251746019014676	6.18587527007877
AC011447.3	2.84773659670171	2	0.240780801106346	0.741953056398645
ZNF486	0.000129352650583498	2	0.999935325766177	0.00669082890052732
ZNF626	0.903228316377895	2	0.636599749144762	0.395641944108452
ZNF85	0.0392192278902183	2	0.98058140390132	0.138295841467769
ZNF430	0.00630787619693225	2	0.996851030339544	0.0256605740262224
ZNF714	1.33184470036113	2	0.513799406112174	1.03626429987588
ZNF431	0.932888990803705	2	0.627228421926009	0.218941300763461
ZNF708	0.0094478736787737	2	0.99528720340141	0.0687569300139821
ZNF738	3.88739541080476	2	0.143173556130335	0.994311470115298
ZNF493	0.270541760409187	2	0.873479271395152	0.304998479183046
ZNF429	0.864628710246822	2	0.649005326465216	0.534439711769576
ZNF100	4.01521054770633	2	0.134309925351596	2.10741513570101
ZNF43	0.0334624523604958	2	0.983407963432414	0.135622262015751
ZNF257	0.165646688330095	2	0.920513746982162	0.496303997619585
ZNF724	0.0129062020176915	2	0.993567675532407	0.165488053328571
ZNF91	0.505503553801757	2	0.776660643010632	0.546088845194522
ZNF675	0.0195853600472424	2	0.990255112135735	0.112771177478876
ZNF681	0.498189397581807	2	0.77950615159928	0.680687688639806
ZNF726	3.15238116353201	2	0.206761239920342	4.88971062075169
ZNF254	1.57614616064649	2	0.4547201608573	1.18334020218683
AC092279.1	4.50142751361365	2	0.105324021989266	3.16243715624689
LINC00662	3.70229066670736	2	0.157057180434201	1.74200217030065
AC006504.5	0.620199223298368	2	0.733373900002077	0.933484810167459
UQCRFS1	1.29818010102455	2	0.522521028242778	0.185308571792881
POP4	0.201555023130606	2	0.904134169905922	0.129652855357338
C19orf12	0.227320927138981	2	0.892560961401637	0.0618073630364537
URI1	4.54800213364235	2	0.102899646983732	0.675700689138917
ZNF507	0.119716053132996	2	0.941898248620399	0.363027733330887
DPY19L3	3.82799213839971	2	0.147489827866125	30.4344461577895
PDCD5	0.530674604732017	2	0.766947213232424	0.111531052309474
ANKRD27	2.00656580797537	2	0.366673708522189	1.1945731256744
AC008736.1	0.0771498727632311	2	0.962159601279209	0.386654609690979
NUDT19	1.2266231969281	2	0.541554485263663	1.08328829645128
CEP89	1.41719991810579	2	0.492333001533258	0.828203812538769
FAAP24	1.88530298270736	2	0.389593460953963	1.40787595469968
GPATCH1	0.847477326164509	2	0.654594929378591	0.726936029365527
CEBPG	0.509850714959676	2	0.774974341840183	0.29847243694255
PEPD	2.38244041874884	2	0.303850276815483	0.46023301777142
LSM14A	0.203262431210024	2	0.903362636290176	0.0700869451214775
KIAA0355	2.45650314011829	2	0.292804077805928	0.233485384147391
GPI	0.107913199945768	2	0.947473225973198	0.109785462452505
PDCD2L	5.6461477659002	2	0.0594230023306233	1.10714559023754
UBA2	1.43993156982414	2	0.486768910516127	0.264425853441659
ZNF302	0.219669254748372	2	0.895982293990134	0.208431761676535
ZNF181	0.589913071993685	2	0.744563948492442	0.663255141086861
ZNF792	3.72865439809864	2	0.155000459267784	4.62894284412033
GRAMD1A	0.321065558465871	2	0.851689905372588	0.0462430605519613
FXYD5	0.403249424835231	2	0.817401631069661	0.184888593088927
LSR	0.545654167066747	2	0.761224404483579	0.496483910322521
USF2	1.82555515606533	2	0.401407732879801	0.35969881272171
CD22	43.0603514471479	2	4.46234826867453e-10	1.28480882140263
FFAR1	4.20875590471644	2	0.121921491661991	3.7748524787831
TMEM147	4.22182714086262	2	0.121127257589959	0.565448381165943
HAUS5	3.30807407473712	2	0.191276158842268	1.24677355253921
RBM42	1.37158433542285	2	0.503691063695346	0.239219032787828
COX6B1	0.354689375765313	2	0.837491061745414	0.0592116885917769
KMT2B	1.38137584800389	2	0.501231141504922	0.3431927726817
IGFLR1	0.878470979456239	2	0.644528981802398	0.560984789961584
U2AF1L4	3.05579408007346	2	0.216991512298871	1.00451957373994
PSENEN	2.30175318935987	2	0.316359328890738	0.48896217594355
LIN37	0.73123005656459	2	0.693769831570641	1.76595410634164
PROSER3	0.261620309129072	2	0.87738432599045	0.485667631723168
NFKBID	1.98385554494827	2	0.370861065708077	0.376383753272032
HCST	18.0394777260685	2	0.000120997719090798	1.91680648921621
SDHAF1	0.672140063982516	2	0.714573061089345	0.326454880053404
ALKBH6	0.794151688893405	2	0.672283034764195	0.458473157310245
THAP8	3.92386539653737	2	0.140586447001222	2.59616133477284
POLR2I	9.20327863443797	2	0.0100353710962929	0.214235999062727
TBCB	0.594369265737341	2	0.742906834678533	0.133901937041565
CAPNS1	0.693003047600033	2	0.707157741719472	0.211431743749993
ZNF146	1.81655358181181	2	0.403218455418212	0.604709470548687
LINC00665	1.18709717748533	2	0.552363691225599	1.00393323585116
ZFP14	1.97598544423435	2	0.372323297768628	0.953933134815267
ZFP82	14.7572122769244	2	0.000624470705352431	2.10357821338464
ZNF566	1.82842951218502	2	0.400831252844509	1.46162906400592
ZNF260	0.00865217970308013	2	0.995683254195909	0.110097878554169
ZNF529	0.488744448210645	2	0.783196055548847	0.753935140352594
ZNF529-AS1	0.01058009792557	2	0.994723918705492	0.101221762746947
ZNF382	2.7605686908338	2	0.251507028020594	1.67969141382309
LINC01534	1.20625855572123	2	0.547096936276887	1.82636774391948
ZNF567	3.04068541157751	2	0.218636945964575	1.18966327000255
ZNF790	0.00726702906062654	2	0.996373078695663	0.0702251879525768
ZNF345	0.706897380412263	2	0.702262024583385	1.07979030210994
ZNF568	0.371828956276092	2	0.830344604562099	0.960491046196241
ZNF420	0.781841050967803	2	0.676433913161021	0.763217176991627
ZNF585A	1.05291461943744	2	0.590693912838465	1.35094823129984
ZNF383	0.103252442495409	2	0.949683772126151	0.331715332423419
HKR1	1.71776178248415	2	0.423635911793999	1.07057261469245
ZNF570	2.33962057652023	2	0.310425827103406	2.13007974839715
ZNF793	0.857271376936078	2	0.651397197469547	1.01141126813844
SIPA1L3	1.90488100348274	2	0.385798332101139	0.909546710006408
SPINT2	4.28462011592113	2	0.117383367198226	0.611246211972053
PPP1R14A	6.59661075175051	2	0.0369457234960785	8.3471319157177
YIF1B	0.69521447502757	2	0.706376259833894	0.386764741564621
KCNK6	1.94534651535298	2	0.378071004777382	0.363285644290451
PSMD8	14.5568930108197	2	0.000690257041789821	0.234035590087398
FAM98C	1.51128522118805	2	0.469708677954483	0.598024623095799
MAP4K1	3.11093079565924	2	0.211091118428401	0.337005637663
EIF3K	4.09896523412047	2	0.128801526063853	0.241611331471435
ACTN4	0.709000292869564	2	0.701524014863943	0.248332939934462
CAPN12	1.43169998218786	2	0.488776479524973	0.928318677386971
ECH1	0.239485088067799	2	0.887148809071698	0.0671951128157513
HNRNPL	2.05556245044482	2	0.357799958024734	0.466719345634794
RINL	1.70617734734889	2	0.426096823351898	0.596823414708594
SIRT2	1.35672536268069	2	0.507447165263815	0.213751457829356
NFKBIB	0.100396666731715	2	0.951040782674853	0.155872311768194
SARS2	3.32734467642068	2	0.189442006005208	0.681091719015103
MRPS12	0.32142077380167	2	0.851538652146985	0.132889706002527
PAK4	0.20816704538408	2	0.901150027801634	0.401250059679899
GMFG	28.346871289899	2	6.99125446645965e-07	0.934658000896517
SAMD4B	0.209810394873651	2	0.900409879704668	0.36862991166045
PAF1	0.38095509091428	2	0.826564317644575	0.216512881967505
MED29	0.698697921361191	2	0.705147018747248	0.381529928717388
ZFP36	13.0179194127013	2	0.00149002898476636	1.03765114485529
PLEKHG2	0.578171043197222	2	0.748948151420523	0.979915835250218
RPS16	27.0249695147076	2	1.35394939670963e-06	0.483808402638137
SUPT5H	0.238097127832896	2	0.887764686385002	0.165333352327914
TIMM50	0.0663424853149841	2	0.967372889900126	0.0917495168805869
DLL3	0.83083669588609	2	0.660064086483511	0.97710132995704
EID2B	2.40685672991259	2	0.300163376281096	2.10322809338257
EID2	0.166940225002311	2	0.919918580325882	0.32978038290232
DYRK1B	1.53118893780949	2	0.465057386628678	0.390936765469131
FBL	2.43084608890269	2	0.296584519315688	0.322663645579441
PSMC4	0.251986024237071	2	0.881621007424988	0.0993617646521988
ZNF546	0.0566191063920471	2	0.972087407458394	0.465370974360325
ZNF780B	0.503355138563976	2	0.777495386054046	0.548576447369758
ZNF780A	0.420624382553034	2	0.810331228136748	0.5666286934301
AKT2	0.175187490435131	2	0.916132984539233	0.195280008324689
C19orf47	1.05484362112175	2	0.590124462723777	1.4207406458689
PLD3	3.00233975752713	2	0.222869277542825	1.22269231309671
SERTAD1	0.369681405704943	2	0.831236686939279	0.290983035536034
SERTAD3	2.93816126572021	2	0.230136968322856	0.66021822489789
BLVRB	1.38744702326095	2	0.49971191748816	0.967261767157585
SHKBP1	0.102307806652467	2	0.950132430737868	0.0591187541670503
LTBP4	4.08276255402205	2	0.129849229194815	2.49132321619221
COQ8B	2.2164953176998	2	0.330136967088019	0.804647573751723
C19orf54	3.9443851987885	2	0.139151418170591	1.96249286983423
SNRPA	2.91275173514363	2	0.233079456722724	0.466558285444323
MIA-RAB4B	3.00405227245155	2	0.222678525738814	5.2428360168236
RAB4B	2.06177902022998	2	0.356689540461726	2.09217911972077
EGLN2	0.996132263377645	2	0.607704745032498	0.249297756292143
HNRNPUL1	0.853479776645838	2	0.652633287690836	0.227752468253159
TGFB1	0.0980385938246483	2	0.952162755720009	0.173815424382478
CCDC97	3.57992957704819	2	0.166966048684536	0.835003848197664
TMEM91	0.0631419249535746	2	0.968922196895188	0.273041429478663
B9D2	0.0107816981584409	2	0.994623655472023	0.0574545354070608
EXOSC5	3.10971205282215	2	0.211219790523247	0.806833335788078
BCKDHA	0.508429411777621	2	0.775525274326555	0.71658777199426
DMAC2	0.0430430510684024	2	0.978708410021051	0.071293512044323
LINC01480	15.8528120388268	2	0.000361081804726049	2.52823369127984
AC243960.1	2.90910913435848	2	0.233504351241578	0.880051353710213
CEACAM21	0.430073952747797	2	0.806511617750836	0.589087751309486
RPS19	15.9042936400063	2	0.000351905874538705	0.159548468199075
CD79A	4.87233200124764	2	0.0874956675443022	0.164548329698177
ARHGEF1	0.75772688602525	2	0.684639098535794	0.104540924337083
RABAC1	0.109414284029753	2	0.946762374278853	0.0498934414544811
ZNF574	1.97124263949337	2	0.373207273836761	1.42337313429912
POU2F2	8.0888503937816	2	0.0175197721816169	0.348271954715236
AC010247.2	0.414160741806631	2	0.812954309489661	0.470942864550818
DEDD2	0.0122460191137472	2	0.993895697864762	0.0411769815783454
ZNF526	1.5278637767676	2	0.46583122508693	0.922201124420977
GSK3A	1.08159038909457	2	0.582285038338308	0.441280168969946
ERF	1.90650632057948	2	0.385484937147401	2.01341834774669
CIC	0.229164436970281	2	0.891738618005706	0.41773708867679
PAFAH1B3	1.38205850765517	2	0.501060085561695	0.434793297760025
LIPE-AS1	1.52899464102148	2	0.465567903598764	0.984201464916572
LIPE	1.15578009141035	2	0.561080973713379	0.795036021988121
PHLDB3	3.00561289817087	2	0.222504834597139	0.785369134145691
ETHE1	6.99579257195787	2	0.030260976949067	1.27643902835783
XRCC1	0.0157508684829546	2	0.992155495741826	0.0661699215394396
PINLYP	0.719782696814175	2	0.697752133833438	0.575513772565027
IRGQ	1.06438210280205	2	0.587316717763348	1.23590670380459
ZNF576	5.17240888148174	2	0.0753053241569028	1.90965622908741
ZNF428	14.1493641405233	2	0.000846261562795658	0.811950914244281
SMG9	3.88013534443092	2	0.143694225342092	0.959262350591455
KCNN4	5.44339528297561	2	0.0657630175816767	0.852958948661993
ZNF155	0.295511355561691	2	0.862641851768712	0.846143888609527
ZNF230	0.000540776417658421	2	0.999729648342768	0.0154121612933967
ZNF222	0.0446176748755133	2	0.977938164491256	0.210906325909359
ZNF224	0.0538135338727147	2	0.973451995205471	0.127637297419057
ZNF234	1.77469531073567	2	0.411746399079407	1.36334943726381
ZNF226	0.146927991253733	2	0.929169599358238	0.243553775225196
ZNF227	0.343705410349411	2	0.842103201477853	0.492596435818637
ZNF235	1.33466899004428	2	0.513074358987494	1.79060055472758
ZNF180	1.78568061351705	2	0.409491019325513	2.05688310916
BCL3	0.0102061558724428	2	0.994909920645665	0.0612606848340874
TOMM40	1.97071492336634	2	0.373305760578013	0.464479528537473
CLPTM1	0.722698911538153	2	0.696735477687282	0.298039628767456
RELB	0.0723669467172307	2	0.964463323923718	0.0295859289868219
CLASRP	2.40384211419099	2	0.300616156051217	0.192644702137387
ZNF296	4.84095725787252	2	0.0888790671839202	0.175491985040965
GEMIN7	1.23211680788147	2	0.540068981566468	0.145337062005516
MARK4	0.0729568620647894	2	0.964178890015292	0.308808826414222
PPP1R37	0.0296942787797647	2	0.985262535925014	0.156406634724405
TRAPPC6A	0.810173282629586	2	0.666919025613976	0.156685808427633
BLOC1S3	0.430515539550831	2	0.806333564964554	0.533452340027255
ERCC2	2.92383988636236	2	0.231790822036434	1.17489204031136
PPP1R13L	0.360186684916795	2	0.835192248874977	0.866700588434464
CD3EAP	2.21045260952067	2	0.331135936123307	1.20680225488355
ERCC1	1.25972303160262	2	0.532665561662914	0.409531976006574
FOSB	8.14468276449666	2	0.0170374505864005	4.0338836856836
RTN2	0.0642638081563962	2	0.96837884053626	0.121739120697226
PPM1N	4.64513680499565	2	0.0980215033445536	0.999737921813422
VASP	27.5893934097298	2	1.02103197197057e-06	1.25525534660046
OPA3	2.88921395756299	2	0.235838747975854	0.957988666669702
EML2	0.303727344216094	2	0.859105392785287	0.315298612940506
SNRPD2	7.67193425569839	2	0.0215804573131633	0.359426091614411
FBXO46	0.399676511673541	2	0.818863188708605	0.546632987643311
DMWD	0.432324387189567	2	0.805604627365995	0.447354198553257
SYMPK	0.109084109781598	2	0.946918685458534	0.129284699908615
IRF2BP1	0.570970225106922	2	0.751649531237256	0.480977081525738
MYPOP	3.01976098554645	2	0.220936379875789	1.21939667883379
CCDC61	2.70988606108586	2	0.257961989987737	1.88484112518034
PPP5C	1.80880673700246	2	0.40478331955078	0.588526588404011
PPP5D1	1.2455199347759	2	0.536461775481097	1.42133168318646
CALM3	0.291840676582274	2	0.864226546206045	0.100717686143787
PRKD2	11.0309953478311	2	0.0040239242379243	1.10123617826822
STRN4	0.0115164304529975	2	0.994258331519656	0.079900243084275
FKRP	0.169074936592293	2	0.91893722371975	0.127686121458115
SLC1A5	2.60880583495306	2	0.271334495774269	0.763265274029726
AP2S1	0.791676016922723	2	0.673115726158323	0.167904779391722
